axis,origin,k0,FWHM,Amplitude,constant
x,0,0.9932935492691484,0.2554458622064607,0.11184587486341381,0.07859250380942183
0,0,0.013068550020957173,0.06605605820888588,0.02076347970374286,0.02137619392086951
y,1.0604532164016178,-0.11738132627640571,0.2844351516496315,0.16473063218840314,0.04942138758000121
0,0.0,0.010249676908626307,0.03136867267834156,0.013757002442304576,0.008658845561548906
