x, y
0.009708737864077669, 0.5541718555417181
0.02669902912621359, 0.5821917808219177
0.04126213592233009, 0.6102117061021168
0.058252427184466014, 0.6102117061021168
0.07766990291262135, 0.6195516811955164
0.09708737864077668, 0.638231631382316
0.11407766990291261, 0.6662515566625151
0.13592233009708737, 0.6849315068493147
0.15776699029126212, 0.6942714819427147
0.17233009708737862, 0.7036114570361143
0.19417475728155337, 0.7316313823163134
0.2111650485436893, 0.7316313823163134
0.23300970873786406, 0.759651307596513
0.2524271844660194, 0.7876712328767121
0.26941747572815533, 0.7970112079701117
0.28640776699029125, 0.8063511830635117
0.30097087378640774, 0.8156911581569113
0.3106796116504854, 0.86239103362391
0.28883495145631066, 0.8810709838107096
0.26941747572815533, 0.9090909090909087
0.2524271844660194, 0.9371108343711079
0.23300970873786406, 0.9651307596513075
0.24271844660194172, 1.0118306351183062
0.25728155339805825, 1.0118306351183062
0.27427184466019416, 1.0398505603985053
0.2912621359223301, 1.0398505603985053
0.308252427184466, 1.0398505603985053
0.3276699029126213, 1.0678704856787045
0.3495145631067961, 1.0678704856787045
0.3713592233009708, 1.086550435865504
0.38834951456310673, 1.086550435865504
0.4077669902912621, 1.0958904109589036
0.42961165048543687, 1.1145703611457032
0.4514563106796116, 1.1145703611457032
0.46844660194174753, 1.1145703611457032
0.48786407766990286, 1.1145703611457032
0.5048543689320388, 1.1145703611457032
0.5266990291262136, 1.1332503113325028
0.5461165048543689, 1.1519302615193023
0.5169902912621359, 1.198630136986301
0.49757281553398053, 1.198630136986301
0.47330097087378636, 1.2173100871731006
0.45388349514563103, 1.2173100871731006
0.4344660194174757, 1.2173100871731006
0.41262135922330095, 1.2266500622665002
0.39805825242718446, 1.2266500622665002
0.37378640776699024, 1.2359900373599002
0.3543689320388349, 1.2359900373599002
0.33009708737864074, 1.2453300124532998
0.3058252427184466, 1.2453300124532998
0.28883495145631066, 1.2453300124532998
0.26941747572815533, 1.2640099626400993
0.24757281553398056, 1.2640099626400993
0.23300970873786406, 1.2640099626400993
0.2111650485436893, 1.2640099626400993
0.18932038834951453, 1.2640099626400993
0.1699029126213592, 1.273349937733499
0.15048543689320387, 1.282689912826899
0.13592233009708737, 1.310709838107098
0.10679611650485436, 1.3200498132004976
0.08980582524271843, 1.3200498132004976
0.0703883495145631, 1.3574097135740968
0.04368932038834951, 1.3760896637608964
0.029126213592233007, 1.4041095890410955
0.014563106796116504, 1.4321295143212946
0.007281553398058252, 1.4881693648816934
