x, y
0.0048543689320388345, 2.9078455790784554
0.012135922330097085, 3.0105853051058524
0.012135922330097085, 3.0105853051058524
0.009708737864077669, 3.0853051058530507
0.021844660194174755, 3.1320049813200495
0.014563106796116504, 3.2160647571606473
0.019417475728155338, 3.300124533001245
0.01699029126213592, 3.384184308841842
0.012135922330097085, 3.46824408468244
0.021844660194174755, 3.5429638854296384
0.019417475728155338, 3.6270236612702362
0.021844660194174755, 3.7204234122042337
0.03398058252427184, 3.776463262764632
0.050970873786407765, 3.8325031133250302
0.03640776699029126, 3.9259028642590277
0.02427184466019417, 3.981942714819427
0.02427184466019417, 4.084682440846824
0.02427184466019417, 4.168742216687422
0.02427184466019417, 4.271481942714819
0.012135922330097085, 4.3181818181818175
0.0024271844660194173, 4.383561643835616
0.009708737864077669, 4.467621419676213
0.02427184466019417, 4.486301369863013
0.019417475728155338, 4.5423412204234115
0.007281553398058252, 4.60772104607721
0.0024271844660194173, 4.6637608966376085
0.007281553398058252, 4.747820672478206
0.021844660194174755, 4.813200498132004
0.012135922330097085, 4.878580323785803
0.007281553398058252, 4.9626400996264
