axis,origin,k0,scale/FWHM,Amplitude,constant
x,0.0,0.1853593361210141,-0.2047164299124107,0.06300140175192893,0.1975234902009616
0,-0.9183794249287178,0.03370003807026501,0.09121365647385885,0.018541989049349047,0.005186509180044546
y,-0.7953399123012134,-0.23279819790551257,0.9455369057836525,-0.15092092393869894,0.310256010679601
-30,0.4591897124643589,0.025152644286364146,0.10952563651362802,0.011933082747606667,0.011914329161028275
