axis,origin,k0,scale/FWHM,Amplitude,constant
x,0,-0.48679286136082045,-4.269952605296844,0.06290073373197907,0.14074782250541204
30,0,0.07860812702078643,2.1664621932849424,0.011184168046905326,0.00797363297009915
y,-0.7953399123012134,-0.08654848111130581,0.8343778435070904,0.13512312715395808,0.12829202417276125
30,-0.4591897124643589,0.02137002523878408,0.08418390714431143,0.008975130632634122,0.008388432381418794
