axis,origin,k0,scale/FWHM,Amplitude,constant
x,0,-0.7812137297465263,-19.966342170402765,0.07858082238000313,0.16908126624771136
130,0,0.027171517549183843,14.10128722467395,0.009859025044824114,0.007009886100249602
y,0.6427876096865394,0.00420759550931207,0.63130420096531,0.16562219346911256,0.1615014577168768
130,-0.766044443118978,0.014102762879899552,0.05220865506801055,0.009788868704810045,0.008328529968236811
