axis,origin,k0,FWHM,Amplitude,constant
x,0,0.027504678544165655,0.9513677751222752,0.33304625344622596,0.13697888628820398
0,0,0.013856885441301342,0.05297452480500569,0.012682721506789832,0.010791913316995305
y,0,-0.0710121787945739,0.6334427729121392,0.31317827319567526,0.14654763495360815
0,0,0.010970460800264882,0.035479226851741104,0.013132012740068491,0.00925306260415373
