axis,origin,k0,FWHM,Amplitude,constant
x,0,0.01717521213918246,-1.0260961767566492,0.24308049127274992,0.10923030417112078
0,0,0.015245614905582629,0.08105806166157536,0.013591398917642779,0.014272132265847177
y,0,-0.06793385566102692,0.6443790742175676,0.23298873300525214,0.12075082991536355
0,0,0.012960212784090399,0.044680469132202257,0.011930562207058583,0.009280517849579048
