axis,origin,k0,scale/FWHM,Amplitude,constant
x,0,-0.7557867286169476,-7.458643397761919,0.11006719310147565,0.12948985803396676
130,0,0.038299528172807476,3.6241169841905463,0.018762931902777197,0.01625460747186322
y,0.6427876096865394,0.00420759550931207,0.63130420096531,0.16562219346911256,0.1615014577168768
130,-0.766044443118978,0.014102762879899552,0.05220865506801055,0.009788868704810045,0.008328529968236811
