axis,origin,k0,FWHM,Amplitude,constant
x,0,0.0316058588593343,0.9887688221946135,0.4234716762044702,0.15807995471471342
0,0,0.008263431967877868,0.04080571731428616,0.012132237024141944,0.012399678065492897
y,0,-0.04963655306011339,0.7147694187781396,0.3789068862179317,0.18661959786057775
0,0,0.008240767659604803,0.033300500724190434,0.012652267624000886,0.011697519285718895
